x y our kmeans spectral gmm
-2.131377600000000094e-01 4.878684300000000196e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.195835999999999899e-01 4.799281699999999873e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.262592599999999898e-01 4.722582799999999748e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.331725699999999957e-01 4.648608499999999921e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.403316199999999958e-01 4.577384099999999845e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.477447100000000069e-01 4.508940100000000117e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.554203600000000129e-01 4.443312300000000215e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.633673500000000001e-01 4.380541900000000100e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.715946599999999878e-01 4.320675999999999961e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.801115000000000133e-01 4.263767900000000055e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.889272999999999980e-01 4.209877499999999939e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-2.980516999999999750e-01 4.159071599999999980e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-3.074945299999999881e-01 4.111424100000000137e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-3.172658300000000264e-01 4.067016700000000151e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-3.273758099999999893e-01 4.025939499999999782e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-3.378348500000000199e-01 3.988290600000000130e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-3.486534800000000156e-01 3.954177799999999965e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-3.598423399999999828e-01 3.923717899999999981e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-3.714122000000000257e-01 3.897038199999999786e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-3.833738700000000055e-01 3.874276199999999726e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-3.957382300000000241e-01 3.855580900000000200e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-4.085161600000000170e-01 3.841112799999999994e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-4.217184999999999961e-01 3.831044699999999747e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-4.353559900000000260e-01 3.825562399999999919e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-4.494392700000000018e-01 3.824865100000000018e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-4.639787499999999953e-01 3.829166099999999906e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-4.789845899999999879e-01 3.838693200000000139e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-4.944666300000000181e-01 3.853689900000000224e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-5.104342499999999783e-01 3.874414999999999942e-01 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
